
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3,4,5
L2_REG_LAMBDA=0.0
LABELS_DATA_FILE=./nlp_features/econ_health_onehotlabels.npy
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
SENTENCES_DATA_FILE=./nlp_features/econ_health_sentences_list_of_strings.npy
UNROLLED_LSTM=False

Loading data...
Vocabulary Size: 12499
Train/Dev split: 2610/289
Writing to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215

2017-03-02T23:32:23.042916: step 1, loss 3.72976, acc 0.34375

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-3500

2017-03-02T23:38:55.965290: step 3501, loss 0.0107569, acc 1
2017-03-02T23:38:56.071032: step 3502, loss 0.00490611, acc 1
2017-03-02T23:38:56.182608: step 3503, loss 0.0106077, acc 1
2017-03-02T23:38:56.289335: step 3504, loss 0.00761685, acc 1
2017-03-02T23:38:56.401127: step 3505, loss 0.0154362, acc 0.984375
2017-03-02T23:38:56.493415: step 3506, loss 0.00262671, acc 1
2017-03-02T23:38:56.595537: step 3507, loss 0.023118, acc 0.984375
2017-03-02T23:38:56.698241: step 3508, loss 0.00209283, acc 1
2017-03-02T23:38:56.810445: step 3509, loss 0.00643622, acc 1
2017-03-02T23:38:56.913936: step 3510, loss 0.00617549, acc 1
2017-03-02T23:38:57.051756: step 3511, loss 0.00274199, acc 1
2017-03-02T23:38:57.171302: step 3512, loss 0.0156436, acc 1
2017-03-02T23:38:57.259602: step 3513, loss 0.00862623, acc 1
2017-03-02T23:38:57.359190: step 3514, loss 0.00532601, acc 1
2017-03-02T23:38:57.466315: step 3515, loss 0.0364095, acc 0.984375
2017-03-02T23:38:57.574368: step 3516, loss 0.0133213, acc 0.984375
2017-03-02T23:38:57.692591: step 3517, loss 0.00149613, acc 1
2017-03-02T23:38:57.802407: step 3518, loss 0.0091333, acc 1
2017-03-02T23:38:57.914577: step 3519, loss 0.00810885, acc 1
2017-03-02T23:38:58.005999: step 3520, loss 0.0133314, acc 1
2017-03-02T23:38:58.107856: step 3521, loss 0.00568741, acc 1
2017-03-02T23:38:58.220145: step 3522, loss 0.00908577, acc 1
2017-03-02T23:38:58.329004: step 3523, loss 0.014628, acc 0.984375
2017-03-02T23:38:58.425806: step 3524, loss 0.0109189, acc 1
2017-03-02T23:38:58.534827: step 3525, loss 0.00841532, acc 1
2017-03-02T23:38:58.630794: step 3526, loss 0.016349, acc 1
2017-03-02T23:38:58.730275: step 3527, loss 0.0449283, acc 0.984375
2017-03-02T23:38:58.832225: step 3528, loss 0.00581955, acc 1
2017-03-02T23:38:58.979513: step 3529, loss 0.0481915, acc 0.984375
2017-03-02T23:38:59.086096: step 3530, loss 0.00826786, acc 1
2017-03-02T23:38:59.191031: step 3531, loss 0.00455648, acc 1
2017-03-02T23:38:59.304513: step 3532, loss 0.00442408, acc 1
2017-03-02T23:38:59.408143: step 3533, loss 0.0137895, acc 1
2017-03-02T23:38:59.496563: step 3534, loss 0.0574041, acc 0.984375
2017-03-02T23:38:59.604990: step 3535, loss 0.0128912, acc 1
2017-03-02T23:38:59.715154: step 3536, loss 0.00697525, acc 1
2017-03-02T23:38:59.822520: step 3537, loss 0.0140072, acc 1
2017-03-02T23:38:59.926433: step 3538, loss 0.00715964, acc 1
2017-03-02T23:39:00.024829: step 3539, loss 0.00527731, acc 1
2017-03-02T23:39:00.130421: step 3540, loss 0.0100078, acc 1
2017-03-02T23:39:00.224226: step 3541, loss 0.00791959, acc 1
2017-03-02T23:39:00.318572: step 3542, loss 0.00294528, acc 1
2017-03-02T23:39:00.421891: step 3543, loss 0.00439474, acc 1
2017-03-02T23:39:00.528028: step 3544, loss 0.0121889, acc 1
2017-03-02T23:39:00.638305: step 3545, loss 0.0276549, acc 0.984375
2017-03-02T23:39:00.743864: step 3546, loss 0.0118013, acc 1
2017-03-02T23:39:00.848917: step 3547, loss 0.00493875, acc 1
2017-03-02T23:39:00.947423: step 3548, loss 0.00283408, acc 1
2017-03-02T23:39:01.035298: step 3549, loss 0.00700435, acc 1
2017-03-02T23:39:01.143149: step 3550, loss 0.0119914, acc 1
2017-03-02T23:39:01.271130: step 3551, loss 0.00141793, acc 1
2017-03-02T23:39:01.378767: step 3552, loss 0.00568226, acc 1
2017-03-02T23:39:01.477838: step 3553, loss 0.00298468, acc 1
2017-03-02T23:39:01.577987: step 3554, loss 0.00270355, acc 1
2017-03-02T23:39:01.687213: step 3555, loss 0.010097, acc 1
2017-03-02T23:39:01.775791: step 3556, loss 0.0044407, acc 1
2017-03-02T23:39:01.886683: step 3557, loss 0.00848065, acc 1
2017-03-02T23:39:02.003328: step 3558, loss 0.0015829, acc 1
2017-03-02T23:39:02.115317: step 3559, loss 0.00299257, acc 1
2017-03-02T23:39:02.225182: step 3560, loss 0.00175481, acc 1
2017-03-02T23:39:02.331111: step 3561, loss 0.00136287, acc 1
2017-03-02T23:39:02.439399: step 3562, loss 0.00588073, acc 1
2017-03-02T23:39:02.527381: step 3563, loss 0.00162145, acc 1
2017-03-02T23:39:02.641404: step 3564, loss 0.00180238, acc 1
2017-03-02T23:39:02.745850: step 3565, loss 0.0043075, acc 1
2017-03-02T23:39:02.841266: step 3566, loss 0.00326289, acc 1
2017-03-02T23:39:02.938574: step 3567, loss 0.00248777, acc 1
2017-03-02T23:39:03.043799: step 3568, loss 0.0174298, acc 0.984375
2017-03-02T23:39:03.152377: step 3569, loss 0.00162713, acc 1
2017-03-02T23:39:03.245622: step 3570, loss 0.00565882, acc 1
2017-03-02T23:39:03.348456: step 3571, loss 0.0080217, acc 1
2017-03-02T23:39:03.453094: step 3572, loss 0.0140675, acc 1
2017-03-02T23:39:03.556436: step 3573, loss 0.0123777, acc 1
2017-03-02T23:39:03.659897: step 3574, loss 0.00706919, acc 1
2017-03-02T23:39:03.757100: step 3575, loss 0.0187742, acc 1
2017-03-02T23:39:03.862329: step 3576, loss 0.00294329, acc 1
2017-03-02T23:39:03.969760: step 3577, loss 0.00326925, acc 1
2017-03-02T23:39:04.064375: step 3578, loss 0.00146867, acc 1
2017-03-02T23:39:04.169902: step 3579, loss 0.00333395, acc 1
2017-03-02T23:39:04.272340: step 3580, loss 0.00524406, acc 1
2017-03-02T23:39:04.374990: step 3581, loss 0.00371646, acc 1
2017-03-02T23:39:04.489846: step 3582, loss 0.00302084, acc 1
2017-03-02T23:39:04.606965: step 3583, loss 0.0225239, acc 0.984375
2017-03-02T23:39:04.715963: step 3584, loss 0.00159883, acc 1
2017-03-02T23:39:04.806220: step 3585, loss 0.00585945, acc 1
2017-03-02T23:39:04.909687: step 3586, loss 0.00085657, acc 1
2017-03-02T23:39:05.012983: step 3587, loss 0.00424492, acc 1
2017-03-02T23:39:05.123291: step 3588, loss 0.00780921, acc 1
2017-03-02T23:39:05.216683: step 3589, loss 0.02502, acc 0.984375
2017-03-02T23:39:05.326923: step 3590, loss 0.00558835, acc 1
2017-03-02T23:39:05.435726: step 3591, loss 0.0122932, acc 1
2017-03-02T23:39:05.531015: step 3592, loss 0.00277275, acc 1
2017-03-02T23:39:05.636080: step 3593, loss 0.0222577, acc 0.984375
2017-03-02T23:39:05.744416: step 3594, loss 0.010366, acc 1
2017-03-02T23:39:05.849254: step 3595, loss 0.00468388, acc 1
2017-03-02T23:39:05.952887: step 3596, loss 0.0024966, acc 1
2017-03-02T23:39:06.056000: step 3597, loss 0.00336241, acc 1
2017-03-02T23:39:06.163365: step 3598, loss 0.00708245, acc 1
2017-03-02T23:39:06.258014: step 3599, loss 0.0281993, acc 0.984375
2017-03-02T23:39:06.356127: step 3600, loss 0.00122475, acc 1

Evaluation:
2017-03-02T23:39:06.407589: step 3600, loss 2.25317, acc 0.539792

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-3600

2017-03-02T23:39:06.866162: step 3601, loss 0.00870761, acc 1
2017-03-02T23:39:06.957511: step 3602, loss 0.00266528, acc 1
2017-03-02T23:39:07.055663: step 3603, loss 0.00434208, acc 1
2017-03-02T23:39:07.163717: step 3604, loss 0.0174542, acc 0.984375
2017-03-02T23:39:07.267242: step 3605, loss 0.0126834, acc 1
2017-03-02T23:39:07.370859: step 3606, loss 0.000592889, acc 1
2017-03-02T23:39:07.476427: step 3607, loss 0.0154239, acc 1
2017-03-02T23:39:07.584366: step 3608, loss 0.0194497, acc 1
2017-03-02T23:39:07.677310: step 3609, loss 0.00328074, acc 1
2017-03-02T23:39:07.774263: step 3610, loss 0.00347423, acc 1
2017-03-02T23:39:07.880813: step 3611, loss 0.00473045, acc 1
2017-03-02T23:39:07.986350: step 3612, loss 0.115133, acc 0.984375
2017-03-02T23:39:08.089033: step 3613, loss 0.00251789, acc 1
2017-03-02T23:39:08.192861: step 3614, loss 0.00255522, acc 1
2017-03-02T23:39:08.315971: step 3615, loss 0.00666855, acc 1
2017-03-02T23:39:08.411617: step 3616, loss 0.032512, acc 0.984375
2017-03-02T23:39:08.503521: step 3617, loss 0.00445842, acc 1
2017-03-02T23:39:08.619615: step 3618, loss 0.00340919, acc 1
2017-03-02T23:39:08.723415: step 3619, loss 0.00510039, acc 1
2017-03-02T23:39:08.842465: step 3620, loss 0.00435364, acc 1
2017-03-02T23:39:08.956869: step 3621, loss 0.0719312, acc 0.984375
2017-03-02T23:39:09.063432: step 3622, loss 0.00179847, acc 1
2017-03-02T23:39:09.181444: step 3623, loss 0.0176215, acc 1
2017-03-02T23:39:09.265118: step 3624, loss 0.0124378, acc 0.984375
2017-03-02T23:39:09.369112: step 3625, loss 0.0113934, acc 1
2017-03-02T23:39:09.475264: step 3626, loss 0.00287664, acc 1
2017-03-02T23:39:09.587090: step 3627, loss 0.00237615, acc 1
2017-03-02T23:39:09.706607: step 3628, loss 0.00734926, acc 1
2017-03-02T23:39:09.807070: step 3629, loss 0.00235573, acc 1
2017-03-02T23:39:09.923642: step 3630, loss 0.0238804, acc 0.984375
2017-03-02T23:39:10.018645: step 3631, loss 0.0108122, acc 1
2017-03-02T23:39:10.123785: step 3632, loss 0.00432449, acc 1
2017-03-02T23:39:10.231341: step 3633, loss 0.0304209, acc 0.984375
2017-03-02T23:39:10.337504: step 3634, loss 0.0284565, acc 0.984375
2017-03-02T23:39:10.446810: step 3635, loss 0.00277592, acc 1
2017-03-02T23:39:10.555968: step 3636, loss 0.00433813, acc 1
2017-03-02T23:39:10.665417: step 3637, loss 0.00468805, acc 1
2017-03-02T23:39:10.760088: step 3638, loss 0.00198253, acc 1
2017-03-02T23:39:10.871223: step 3639, loss 0.00143354, acc 1
2017-03-02T23:39:10.975754: step 3640, loss 0.00299001, acc 1
2017-03-02T23:39:11.083971: step 3641, loss 0.010654, acc 1
2017-03-02T23:39:11.185851: step 3642, loss 0.0355094, acc 0.984375
2017-03-02T23:39:11.296837: step 3643, loss 0.0158842, acc 1
2017-03-02T23:39:11.396607: step 3644, loss 0.0145303, acc 1
2017-03-02T23:39:11.491622: step 3645, loss 0.0094036, acc 1
2017-03-02T23:39:11.590323: step 3646, loss 0.00254815, acc 1
2017-03-02T23:39:11.694989: step 3647, loss 0.0403727, acc 0.984375
2017-03-02T23:39:11.814352: step 3648, loss 0.0259636, acc 0.984375
2017-03-02T23:39:11.916154: step 3649, loss 0.0243751, acc 1
2017-03-02T23:39:12.023062: step 3650, loss 0.00417771, acc 1
2017-03-02T23:39:12.137357: step 3651, loss 0.0224537, acc 0.984375
2017-03-02T23:39:12.228217: step 3652, loss 0.0859325, acc 0.984375
2017-03-02T23:39:12.321863: step 3653, loss 0.0099143, acc 1
2017-03-02T23:39:12.426625: step 3654, loss 0.0659704, acc 0.96875
2017-03-02T23:39:12.527218: step 3655, loss 0.00182983, acc 1
2017-03-02T23:39:12.631973: step 3656, loss 0.00682391, acc 1
2017-03-02T23:39:12.745261: step 3657, loss 0.00274268, acc 1
2017-03-02T23:39:12.842891: step 3658, loss 0.00828386, acc 1
2017-03-02T23:39:12.976073: step 3659, loss 0.00621818, acc 1
2017-03-02T23:39:13.065194: step 3660, loss 0.00203204, acc 1
2017-03-02T23:39:13.167101: step 3661, loss 0.00307709, acc 1
2017-03-02T23:39:13.274159: step 3662, loss 0.00356216, acc 1
2017-03-02T23:39:13.375398: step 3663, loss 0.0062957, acc 1
2017-03-02T23:39:13.481364: step 3664, loss 0.0119789, acc 1
2017-03-02T23:39:13.593108: step 3665, loss 0.00893153, acc 1
2017-03-02T23:39:13.699518: step 3666, loss 0.0190724, acc 0.984375
2017-03-02T23:39:13.804343: step 3667, loss 0.033631, acc 0.96875
2017-03-02T23:39:13.907179: step 3668, loss 0.00945164, acc 1
2017-03-02T23:39:14.010569: step 3669, loss 0.00350762, acc 1
2017-03-02T23:39:14.120214: step 3670, loss 0.00631047, acc 1
2017-03-02T23:39:14.232660: step 3671, loss 0.00336888, acc 1
2017-03-02T23:39:14.339043: step 3672, loss 0.00179447, acc 1
2017-03-02T23:39:14.449841: step 3673, loss 0.00857953, acc 1
2017-03-02T23:39:14.544482: step 3674, loss 0.0100147, acc 1
2017-03-02T23:39:14.643272: step 3675, loss 0.00840555, acc 1
2017-03-02T23:39:14.747335: step 3676, loss 0.00213551, acc 1
2017-03-02T23:39:14.859035: step 3677, loss 0.00190207, acc 1
2017-03-02T23:39:14.959975: step 3678, loss 0.000964598, acc 1
2017-03-02T23:39:15.067382: step 3679, loss 0.0209642, acc 0.984375
2017-03-02T23:39:15.168460: step 3680, loss 0.00850864, acc 1
2017-03-02T23:39:15.268495: step 3681, loss 0.0035176, acc 1
2017-03-02T23:39:15.359580: step 3682, loss 0.010412, acc 1
2017-03-02T23:39:15.467119: step 3683, loss 0.0065179, acc 1
2017-03-02T23:39:15.581785: step 3684, loss 0.0104615, acc 1
2017-03-02T23:39:15.682586: step 3685, loss 0.0358872, acc 0.984375
2017-03-02T23:39:15.783193: step 3686, loss 0.00622049, acc 1
2017-03-02T23:39:15.896386: step 3687, loss 0.00132097, acc 1
2017-03-02T23:39:16.011794: step 3688, loss 0.00403218, acc 1
2017-03-02T23:39:16.101751: step 3689, loss 0.0023171, acc 1
2017-03-02T23:39:16.195493: step 3690, loss 0.00181392, acc 1
2017-03-02T23:39:16.306432: step 3691, loss 0.00187483, acc 1
2017-03-02T23:39:16.415752: step 3692, loss 0.00684651, acc 1
2017-03-02T23:39:16.520536: step 3693, loss 0.0023704, acc 1
2017-03-02T23:39:16.619851: step 3694, loss 0.0122304, acc 0.984375
2017-03-02T23:39:16.729831: step 3695, loss 0.00444645, acc 1
2017-03-02T23:39:16.828036: step 3696, loss 0.020708, acc 0.984375
2017-03-02T23:39:16.937371: step 3697, loss 0.006082, acc 1
2017-03-02T23:39:17.030866: step 3698, loss 0.00127921, acc 1
2017-03-02T23:39:17.141761: step 3699, loss 0.00711525, acc 1
2017-03-02T23:39:17.265545: step 3700, loss 0.00194332, acc 1

Evaluation:
2017-03-02T23:39:17.331549: step 3700, loss 2.05807, acc 0.546713

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-3700

2017-03-02T23:39:17.862836: step 3701, loss 0.0101652, acc 1
2017-03-02T23:39:17.976244: step 3702, loss 0.00390163, acc 1
2017-03-02T23:39:18.082256: step 3703, loss 0.00397836, acc 1
2017-03-02T23:39:18.191501: step 3704, loss 0.0448053, acc 0.984375
2017-03-02T23:39:18.285620: step 3705, loss 0.0112288, acc 1
2017-03-02T23:39:18.393757: step 3706, loss 0.002492, acc 1
2017-03-02T23:39:18.500644: step 3707, loss 0.0334492, acc 1
2017-03-02T23:39:18.616433: step 3708, loss 0.0214203, acc 0.984375
2017-03-02T23:39:18.724439: step 3709, loss 0.00950067, acc 1
2017-03-02T23:39:18.821987: step 3710, loss 0.00619102, acc 1
2017-03-02T23:39:18.922699: step 3711, loss 0.00131816, acc 1
2017-03-02T23:39:19.012617: step 3712, loss 0.0144987, acc 1
2017-03-02T23:39:19.102502: step 3713, loss 0.00285715, acc 1
2017-03-02T23:39:19.209217: step 3714, loss 0.00202233, acc 1
2017-03-02T23:39:19.326873: step 3715, loss 0.00491235, acc 1
2017-03-02T23:39:19.442193: step 3716, loss 0.00171497, acc 1
2017-03-02T23:39:19.545541: step 3717, loss 0.00645961, acc 1
2017-03-02T23:39:19.651756: step 3718, loss 0.00356149, acc 1
2017-03-02T23:39:19.751205: step 3719, loss 0.00781156, acc 1
2017-03-02T23:39:19.845628: step 3720, loss 0.00638668, acc 1
2017-03-02T23:39:19.960245: step 3721, loss 0.00652212, acc 1
2017-03-02T23:39:20.071756: step 3722, loss 0.0433716, acc 0.984375
2017-03-02T23:39:20.179375: step 3723, loss 0.0103922, acc 1
2017-03-02T23:39:20.295267: step 3724, loss 0.00685676, acc 1
2017-03-02T23:39:20.399162: step 3725, loss 0.00557484, acc 1
2017-03-02T23:39:20.495369: step 3726, loss 0.0074434, acc 1
2017-03-02T23:39:20.586205: step 3727, loss 0.0181956, acc 0.984375
2017-03-02T23:39:20.693058: step 3728, loss 0.0049218, acc 1
2017-03-02T23:39:20.803600: step 3729, loss 0.0174424, acc 0.984375
2017-03-02T23:39:20.923128: step 3730, loss 0.00169805, acc 1
2017-03-02T23:39:21.025226: step 3731, loss 0.00421837, acc 1
2017-03-02T23:39:21.128527: step 3732, loss 0.00458249, acc 1
2017-03-02T23:39:21.237990: step 3733, loss 0.00191958, acc 1
2017-03-02T23:39:21.334714: step 3734, loss 0.00790376, acc 1
2017-03-02T23:39:21.439994: step 3735, loss 0.00528859, acc 1
2017-03-02T23:39:21.546922: step 3736, loss 0.0116745, acc 1
2017-03-02T23:39:21.649224: step 3737, loss 0.00456426, acc 1
2017-03-02T23:39:21.756046: step 3738, loss 0.00921337, acc 1
2017-03-02T23:39:21.863183: step 3739, loss 0.00410611, acc 1
2017-03-02T23:39:21.975293: step 3740, loss 0.00879808, acc 1
2017-03-02T23:39:22.067578: step 3741, loss 0.00240594, acc 1
2017-03-02T23:39:22.175737: step 3742, loss 0.00171572, acc 1
2017-03-02T23:39:22.283605: step 3743, loss 0.00189729, acc 1
2017-03-02T23:39:22.387768: step 3744, loss 0.00510665, acc 1
2017-03-02T23:39:22.499523: step 3745, loss 0.00412334, acc 1
2017-03-02T23:39:22.600869: step 3746, loss 0.00758168, acc 1
2017-03-02T23:39:22.719221: step 3747, loss 0.00414619, acc 1
2017-03-02T23:39:22.814351: step 3748, loss 0.00341472, acc 1
2017-03-02T23:39:22.919939: step 3749, loss 0.0375818, acc 0.984375
2017-03-02T23:39:23.024699: step 3750, loss 0.00533754, acc 1
2017-03-02T23:39:23.136432: step 3751, loss 0.00391871, acc 1
2017-03-02T23:39:23.240372: step 3752, loss 0.00527782, acc 1
2017-03-02T23:39:23.355212: step 3753, loss 0.0230466, acc 0.984375
2017-03-02T23:39:23.471900: step 3754, loss 0.00222405, acc 1
2017-03-02T23:39:23.561937: step 3755, loss 0.00445505, acc 1
2017-03-02T23:39:23.677488: step 3756, loss 0.000606481, acc 1
2017-03-02T23:39:23.783239: step 3757, loss 0.00287409, acc 1
2017-03-02T23:39:23.887776: step 3758, loss 0.0324253, acc 0.984375
2017-03-02T23:39:23.994653: step 3759, loss 0.00844533, acc 1
2017-03-02T23:39:24.103464: step 3760, loss 0.00446753, acc 1
2017-03-02T23:39:24.206309: step 3761, loss 0.0210653, acc 0.984375
2017-03-02T23:39:24.299971: step 3762, loss 0.00304067, acc 1
2017-03-02T23:39:24.412876: step 3763, loss 0.00267074, acc 1
2017-03-02T23:39:24.521591: step 3764, loss 0.00839049, acc 1
2017-03-02T23:39:24.633104: step 3765, loss 0.0114717, acc 1
2017-03-02T23:39:24.739377: step 3766, loss 0.000958295, acc 1
2017-03-02T23:39:24.847481: step 3767, loss 0.00644601, acc 1
2017-03-02T23:39:24.958745: step 3768, loss 0.00174731, acc 1
2017-03-02T23:39:25.045420: step 3769, loss 0.0157561, acc 0.984375
2017-03-02T23:39:25.148542: step 3770, loss 0.00420204, acc 1
2017-03-02T23:39:25.241659: step 3771, loss 0.002133, acc 1
2017-03-02T23:39:25.337712: step 3772, loss 0.0116659, acc 1
2017-03-02T23:39:25.441561: step 3773, loss 0.00578197, acc 1
2017-03-02T23:39:25.552060: step 3774, loss 0.03018, acc 0.984375
2017-03-02T23:39:25.662166: step 3775, loss 0.00272067, acc 1
2017-03-02T23:39:25.764714: step 3776, loss 0.00483871, acc 1
2017-03-02T23:39:25.858069: step 3777, loss 0.00663659, acc 1
2017-03-02T23:39:25.969883: step 3778, loss 0.00194334, acc 1
2017-03-02T23:39:26.075516: step 3779, loss 0.00494717, acc 1
2017-03-02T23:39:26.181822: step 3780, loss 0.00671573, acc 1
2017-03-02T23:39:26.279759: step 3781, loss 0.00233049, acc 1
2017-03-02T23:39:26.378968: step 3782, loss 0.0070077, acc 1
2017-03-02T23:39:26.482943: step 3783, loss 0.00990029, acc 1
2017-03-02T23:39:26.576842: step 3784, loss 0.0246027, acc 0.984375
2017-03-02T23:39:26.688621: step 3785, loss 0.00751739, acc 1
2017-03-02T23:39:26.790052: step 3786, loss 0.00187839, acc 1
2017-03-02T23:39:26.891770: step 3787, loss 0.00393365, acc 1
2017-03-02T23:39:26.996780: step 3788, loss 0.0028073, acc 1
2017-03-02T23:39:27.102315: step 3789, loss 0.00205936, acc 1
2017-03-02T23:39:27.205420: step 3790, loss 0.00737482, acc 1
2017-03-02T23:39:27.295493: step 3791, loss 0.00142402, acc 1
2017-03-02T23:39:27.394686: step 3792, loss 0.00386477, acc 1
2017-03-02T23:39:27.503331: step 3793, loss 0.00105289, acc 1
2017-03-02T23:39:27.611613: step 3794, loss 0.00898195, acc 1
2017-03-02T23:39:27.712038: step 3795, loss 0.00139524, acc 1
2017-03-02T23:39:27.841504: step 3796, loss 0.0188185, acc 1
2017-03-02T23:39:27.946467: step 3797, loss 0.00264962, acc 1
2017-03-02T23:39:28.038585: step 3798, loss 0.00252963, acc 1
2017-03-02T23:39:28.145675: step 3799, loss 0.00663392, acc 1
2017-03-02T23:39:28.254981: step 3800, loss 0.00474299, acc 1

Evaluation:
2017-03-02T23:39:28.316935: step 3800, loss 2.29934, acc 0.539792

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-3800

2017-03-02T23:39:28.757255: step 3801, loss 0.00160668, acc 1
2017-03-02T23:39:28.858879: step 3802, loss 0.0074944, acc 1
2017-03-02T23:39:28.965632: step 3803, loss 0.00145438, acc 1
2017-03-02T23:39:29.058495: step 3804, loss 0.00740737, acc 1
2017-03-02T23:39:29.157353: step 3805, loss 0.00974049, acc 1
2017-03-02T23:39:29.261722: step 3806, loss 0.00953038, acc 1
2017-03-02T23:39:29.354682: step 3807, loss 0.0131004, acc 1
2017-03-02T23:39:29.441433: step 3808, loss 0.0469873, acc 0.984375
2017-03-02T23:39:29.531031: step 3809, loss 0.0375613, acc 0.984375
2017-03-02T23:39:29.639462: step 3810, loss 0.00323788, acc 1
2017-03-02T23:39:29.741146: step 3811, loss 0.00710037, acc 1
2017-03-02T23:39:29.860483: step 3812, loss 0.0126148, acc 1
2017-03-02T23:39:29.950355: step 3813, loss 0.008578, acc 1
2017-03-02T23:39:30.054100: step 3814, loss 0.0030324, acc 1
2017-03-02T23:39:30.158698: step 3815, loss 0.0044427, acc 1
2017-03-02T23:39:30.248972: step 3816, loss 0.00412976, acc 1
2017-03-02T23:39:30.349027: step 3817, loss 0.0408013, acc 0.984375
2017-03-02T23:39:30.459093: step 3818, loss 0.00824298, acc 1
2017-03-02T23:39:30.572790: step 3819, loss 0.00227376, acc 1
2017-03-02T23:39:30.679554: step 3820, loss 0.00302421, acc 1
2017-03-02T23:39:30.783514: step 3821, loss 0.00579764, acc 1
2017-03-02T23:39:30.879454: step 3822, loss 0.00157305, acc 1
2017-03-02T23:39:30.972005: step 3823, loss 0.00127331, acc 1
2017-03-02T23:39:31.079144: step 3824, loss 0.00982102, acc 1
2017-03-02T23:39:31.183791: step 3825, loss 0.00193844, acc 1
2017-03-02T23:39:31.284954: step 3826, loss 0.00470959, acc 1
2017-03-02T23:39:31.394416: step 3827, loss 0.00224038, acc 1
2017-03-02T23:39:31.519884: step 3828, loss 0.00313799, acc 1
2017-03-02T23:39:31.629507: step 3829, loss 0.0101407, acc 1
2017-03-02T23:39:31.723902: step 3830, loss 0.00118198, acc 1
2017-03-02T23:39:31.825993: step 3831, loss 0.00483246, acc 1
2017-03-02T23:39:31.926751: step 3832, loss 0.00197503, acc 1
2017-03-02T23:39:32.032010: step 3833, loss 0.000941658, acc 1
2017-03-02T23:39:32.151026: step 3834, loss 0.00446706, acc 1
2017-03-02T23:39:32.255949: step 3835, loss 0.00148915, acc 1
2017-03-02T23:39:32.371689: step 3836, loss 0.00344909, acc 1
2017-03-02T23:39:32.475105: step 3837, loss 0.00360099, acc 1
2017-03-02T23:39:32.575915: step 3838, loss 0.0034158, acc 1
2017-03-02T23:39:32.680732: step 3839, loss 0.00111061, acc 1
2017-03-02T23:39:32.782766: step 3840, loss 0.00117687, acc 1
2017-03-02T23:39:32.882431: step 3841, loss 0.0020231, acc 1
2017-03-02T23:39:32.983377: step 3842, loss 0.0081488, acc 1
2017-03-02T23:39:33.082815: step 3843, loss 0.00321278, acc 1
2017-03-02T23:39:33.170897: step 3844, loss 0.00397519, acc 1
2017-03-02T23:39:33.265018: step 3845, loss 0.00196761, acc 1
2017-03-02T23:39:33.375832: step 3846, loss 0.0083272, acc 1
2017-03-02T23:39:33.476718: step 3847, loss 0.00131156, acc 1
2017-03-02T23:39:33.577132: step 3848, loss 0.0127117, acc 1
2017-03-02T23:39:33.684841: step 3849, loss 0.00199404, acc 1
2017-03-02T23:39:33.784837: step 3850, loss 0.0098941, acc 1
2017-03-02T23:39:33.901678: step 3851, loss 0.00260986, acc 1
2017-03-02T23:39:33.998650: step 3852, loss 0.00342933, acc 1
2017-03-02T23:39:34.102915: step 3853, loss 0.00482787, acc 1
2017-03-02T23:39:34.197254: step 3854, loss 0.00370776, acc 1
2017-03-02T23:39:34.311156: step 3855, loss 0.00414415, acc 1
2017-03-02T23:39:34.421256: step 3856, loss 0.0106007, acc 1
2017-03-02T23:39:34.523061: step 3857, loss 0.00474311, acc 1
2017-03-02T23:39:34.632982: step 3858, loss 0.00403095, acc 1
2017-03-02T23:39:34.738286: step 3859, loss 0.00536704, acc 1
2017-03-02T23:39:34.845786: step 3860, loss 0.00229941, acc 1
2017-03-02T23:39:34.952402: step 3861, loss 0.00270271, acc 1
2017-03-02T23:39:35.070428: step 3862, loss 0.00106115, acc 1
2017-03-02T23:39:35.182337: step 3863, loss 0.00100423, acc 1
2017-03-02T23:39:35.286184: step 3864, loss 0.013019, acc 1
2017-03-02T23:39:35.401213: step 3865, loss 0.00511407, acc 1
2017-03-02T23:39:35.497098: step 3866, loss 0.000627766, acc 1
2017-03-02T23:39:35.604309: step 3867, loss 0.00720075, acc 1
2017-03-02T23:39:35.704542: step 3868, loss 0.029362, acc 0.96875
2017-03-02T23:39:35.807301: step 3869, loss 0.00788534, acc 1
2017-03-02T23:39:35.916456: step 3870, loss 0.00696351, acc 1
2017-03-02T23:39:36.021991: step 3871, loss 0.00938469, acc 1
2017-03-02T23:39:36.124678: step 3872, loss 0.00481528, acc 1
2017-03-02T23:39:36.214157: step 3873, loss 0.00122015, acc 1
