
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3,4,5
L2_REG_LAMBDA=0.0
LABELS_DATA_FILE=./nlp_features/gop_onehotlabels.npy
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
SENTENCES_DATA_FILE=./nlp_features/gop_sentences_list_of_strings.npy
UNROLLED_LSTM=False

Loading data...
Vocabulary Size: 13924
Train/Dev split: 12484/1387
Writing to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630

2017-03-02T17:32:20.921138: step 1, loss 3.41974, acc 0.25
2017-03-02T17:54:55.250599: step 17343, loss 0.166659, acc 0.921875
2017-03-02T17:54:55.330251: step 17344, loss 0.163744, acc 0.90625
2017-03-02T17:54:55.393116: step 17345, loss 0.184827, acc 0.90625
2017-03-02T17:54:55.469480: step 17346, loss 0.211454, acc 0.921875
2017-03-02T17:54:55.539737: step 17347, loss 0.192608, acc 0.90625
2017-03-02T17:54:55.613696: step 17348, loss 0.143341, acc 0.9375
2017-03-02T17:54:55.685873: step 17349, loss 0.220663, acc 0.9375
2017-03-02T17:54:55.758070: step 17350, loss 0.12823, acc 0.9375
2017-03-02T17:54:55.830345: step 17351, loss 0.119602, acc 0.921875
2017-03-02T17:54:55.903161: step 17352, loss 0.150282, acc 0.9375
2017-03-02T17:54:55.976473: step 17353, loss 0.123112, acc 0.9375
2017-03-02T17:54:56.057007: step 17354, loss 0.0779715, acc 0.96875
2017-03-02T17:54:56.128576: step 17355, loss 0.181021, acc 0.9375
2017-03-02T17:54:56.199033: step 17356, loss 0.24036, acc 0.890625
2017-03-02T17:54:56.273526: step 17357, loss 0.195017, acc 0.921875
2017-03-02T17:54:56.345366: step 17358, loss 0.130018, acc 0.96875
2017-03-02T17:54:56.420682: step 17359, loss 0.157825, acc 0.96875
2017-03-02T17:54:56.506014: step 17360, loss 0.163158, acc 0.9375
2017-03-02T17:54:56.572027: step 17361, loss 0.152497, acc 0.90625
2017-03-02T17:54:56.645946: step 17362, loss 0.0647593, acc 0.984375
2017-03-02T17:54:56.726019: step 17363, loss 0.302546, acc 0.828125
2017-03-02T17:54:56.790025: step 17364, loss 0.094185, acc 0.9375
2017-03-02T17:54:56.880706: step 17365, loss 0.110693, acc 0.96875
2017-03-02T17:54:56.955632: step 17366, loss 0.161159, acc 0.921875
2017-03-02T17:54:57.031260: step 17367, loss 0.0718584, acc 0.96875
2017-03-02T17:54:57.105700: step 17368, loss 0.198309, acc 0.921875
2017-03-02T17:54:57.186330: step 17369, loss 0.0761986, acc 0.984375
2017-03-02T17:54:57.259529: step 17370, loss 0.206134, acc 0.890625
2017-03-02T17:54:57.330100: step 17371, loss 0.0666559, acc 0.96875
2017-03-02T17:54:57.406685: step 17372, loss 0.146029, acc 0.921875
2017-03-02T17:54:57.481621: step 17373, loss 0.153075, acc 0.9375
2017-03-02T17:54:57.577471: step 17374, loss 0.171652, acc 0.90625
2017-03-02T17:54:57.653778: step 17375, loss 0.114339, acc 0.9375
2017-03-02T17:54:57.728744: step 17376, loss 0.195588, acc 0.921875
2017-03-02T17:54:57.800867: step 17377, loss 0.194472, acc 0.90625
2017-03-02T17:54:57.879921: step 17378, loss 0.085972, acc 0.953125
2017-03-02T17:54:57.955236: step 17379, loss 0.198696, acc 0.875
2017-03-02T17:54:58.028128: step 17380, loss 0.159588, acc 0.9375
2017-03-02T17:54:58.108087: step 17381, loss 0.147215, acc 0.9375
2017-03-02T17:54:58.186936: step 17382, loss 0.187616, acc 0.90625
2017-03-02T17:54:58.254161: step 17383, loss 0.130055, acc 0.921875
2017-03-02T17:54:58.342001: step 17384, loss 0.149962, acc 0.9375
2017-03-02T17:54:58.417806: step 17385, loss 0.204247, acc 0.90625
2017-03-02T17:54:58.494223: step 17386, loss 0.0866423, acc 0.96875
2017-03-02T17:54:58.564132: step 17387, loss 0.202175, acc 0.90625
2017-03-02T17:54:58.632939: step 17388, loss 0.0350856, acc 1
2017-03-02T17:54:58.712036: step 17389, loss 0.144766, acc 0.921875
2017-03-02T17:54:58.785310: step 17390, loss 0.142053, acc 0.9375
2017-03-02T17:54:58.854007: step 17391, loss 0.115675, acc 0.953125
2017-03-02T17:54:58.938208: step 17392, loss 0.0611839, acc 0.96875
2017-03-02T17:54:59.008421: step 17393, loss 0.238903, acc 0.859375
2017-03-02T17:54:59.082127: step 17394, loss 0.110405, acc 0.953125
2017-03-02T17:54:59.152880: step 17395, loss 0.188948, acc 0.90625
2017-03-02T17:54:59.227157: step 17396, loss 0.0776215, acc 0.96875
2017-03-02T17:54:59.297326: step 17397, loss 0.13456, acc 0.9375
2017-03-02T17:54:59.371880: step 17398, loss 0.262933, acc 0.890625
2017-03-02T17:54:59.446488: step 17399, loss 0.158986, acc 0.90625
2017-03-02T17:54:59.513167: step 17400, loss 0.174187, acc 0.9375

Evaluation:
2017-03-02T17:54:59.541501: step 17400, loss 2.09589, acc 0.657534

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-17400

2017-03-02T17:54:59.981357: step 17401, loss 0.18684, acc 0.921875
2017-03-02T17:55:00.053713: step 17402, loss 0.364718, acc 0.890625
2017-03-02T17:55:00.127982: step 17403, loss 0.271821, acc 0.875
2017-03-02T17:55:00.208761: step 17404, loss 0.214365, acc 0.9375
2017-03-02T17:55:00.276585: step 17405, loss 0.255033, acc 0.890625
2017-03-02T17:55:00.346258: step 17406, loss 0.161351, acc 0.9375
2017-03-02T17:55:00.419848: step 17407, loss 0.0958299, acc 0.9375
2017-03-02T17:55:00.489190: step 17408, loss 0.137479, acc 0.9375
2017-03-02T17:55:00.561829: step 17409, loss 0.081132, acc 0.953125
2017-03-02T17:55:00.639256: step 17410, loss 0.18481, acc 0.890625
2017-03-02T17:55:00.712821: step 17411, loss 0.0883105, acc 0.96875
2017-03-02T17:55:00.786406: step 17412, loss 0.0989892, acc 0.96875
2017-03-02T17:55:00.859710: step 17413, loss 0.143042, acc 0.9375
2017-03-02T17:55:00.933354: step 17414, loss 0.071753, acc 0.96875
2017-03-02T17:55:01.002614: step 17415, loss 0.133183, acc 0.9375
2017-03-02T17:55:01.080215: step 17416, loss 0.251441, acc 0.90625
2017-03-02T17:55:01.155028: step 17417, loss 0.11692, acc 0.9375
2017-03-02T17:55:01.231774: step 17418, loss 0.158525, acc 0.921875
2017-03-02T17:55:01.308674: step 17419, loss 0.131834, acc 0.9375
2017-03-02T17:55:01.390259: step 17420, loss 0.105083, acc 0.953125
2017-03-02T17:55:01.460686: step 17421, loss 0.197138, acc 0.90625
2017-03-02T17:55:01.538910: step 17422, loss 0.26476, acc 0.859375
2017-03-02T17:55:01.606240: step 17423, loss 0.19102, acc 0.921875
2017-03-02T17:55:01.677945: step 17424, loss 0.25394, acc 0.875
2017-03-02T17:55:01.747003: step 17425, loss 0.260672, acc 0.90625
2017-03-02T17:55:01.819094: step 17426, loss 0.23477, acc 0.90625
2017-03-02T17:55:01.889422: step 17427, loss 0.143928, acc 0.9375
2017-03-02T17:55:01.960835: step 17428, loss 0.123392, acc 0.9375
2017-03-02T17:55:02.024281: step 17429, loss 0.116921, acc 0.921875
2017-03-02T17:55:02.095050: step 17430, loss 0.304032, acc 0.859375
2017-03-02T17:55:02.166033: step 17431, loss 0.338412, acc 0.859375
2017-03-02T17:55:02.239387: step 17432, loss 0.0798618, acc 0.984375
2017-03-02T17:55:02.309650: step 17433, loss 0.150066, acc 0.921875
2017-03-02T17:55:02.376271: step 17434, loss 0.0712659, acc 0.9375
2017-03-02T17:55:02.450887: step 17435, loss 0.178546, acc 0.90625
2017-03-02T17:55:02.533089: step 17436, loss 0.234739, acc 0.90625
2017-03-02T17:55:02.607178: step 17437, loss 0.1761, acc 0.90625
2017-03-02T17:55:02.676247: step 17438, loss 0.133657, acc 0.953125
2017-03-02T17:55:02.755864: step 17439, loss 0.118415, acc 0.953125
2017-03-02T17:55:02.836361: step 17440, loss 0.0902742, acc 0.953125
2017-03-02T17:55:02.911997: step 17441, loss 0.25584, acc 0.875
2017-03-02T17:55:02.982570: step 17442, loss 0.12037, acc 0.953125
2017-03-02T17:55:03.046829: step 17443, loss 0.0984395, acc 0.9375
2017-03-02T17:55:03.111728: step 17444, loss 0.000721543, acc 1
2017-03-02T17:55:03.180661: step 17445, loss 0.161869, acc 0.90625
2017-03-02T17:55:03.253356: step 17446, loss 0.100818, acc 0.96875
2017-03-02T17:55:03.326106: step 17447, loss 0.154461, acc 0.921875
2017-03-02T17:55:03.399538: step 17448, loss 0.261154, acc 0.890625
2017-03-02T17:55:03.480454: step 17449, loss 0.154174, acc 0.953125
2017-03-02T17:55:03.558312: step 17450, loss 0.245748, acc 0.859375
2017-03-02T17:55:03.635782: step 17451, loss 0.109832, acc 0.90625
2017-03-02T17:55:03.707076: step 17452, loss 0.198663, acc 0.90625
2017-03-02T17:55:03.775073: step 17453, loss 0.0554573, acc 1
2017-03-02T17:55:03.846339: step 17454, loss 0.159173, acc 0.9375
2017-03-02T17:55:03.923485: step 17455, loss 0.106832, acc 0.9375
2017-03-02T17:55:04.000986: step 17456, loss 0.292829, acc 0.859375
2017-03-02T17:55:04.082962: step 17457, loss 0.0925343, acc 0.9375
2017-03-02T17:55:04.155915: step 17458, loss 0.165964, acc 0.90625
2017-03-02T17:55:04.229377: step 17459, loss 0.130988, acc 0.921875
2017-03-02T17:55:04.304429: step 17460, loss 0.148062, acc 0.90625
2017-03-02T17:55:04.376610: step 17461, loss 0.113576, acc 0.984375
2017-03-02T17:55:04.444044: step 17462, loss 0.169816, acc 0.96875
2017-03-02T17:55:04.511125: step 17463, loss 0.233799, acc 0.90625
2017-03-02T17:55:04.596611: step 17464, loss 0.165776, acc 0.921875
2017-03-02T17:55:04.673152: step 17465, loss 0.141905, acc 0.921875
2017-03-02T17:55:04.747415: step 17466, loss 0.195093, acc 0.890625
2017-03-02T17:55:04.817160: step 17467, loss 0.144345, acc 0.9375
2017-03-02T17:55:04.888421: step 17468, loss 0.164336, acc 0.953125
2017-03-02T17:55:04.954785: step 17469, loss 0.209387, acc 0.890625
2017-03-02T17:55:05.026294: step 17470, loss 0.261775, acc 0.890625
2017-03-02T17:55:05.092672: step 17471, loss 0.153367, acc 0.9375
2017-03-02T17:55:05.158536: step 17472, loss 0.144326, acc 0.90625
2017-03-02T17:55:05.232616: step 17473, loss 0.196625, acc 0.859375
2017-03-02T17:55:05.298309: step 17474, loss 0.121012, acc 0.953125
2017-03-02T17:55:05.372426: step 17475, loss 0.156144, acc 0.921875
2017-03-02T17:55:05.447404: step 17476, loss 0.175441, acc 0.953125
2017-03-02T17:55:05.515862: step 17477, loss 0.175326, acc 0.9375
2017-03-02T17:55:05.611264: step 17478, loss 0.147771, acc 0.921875
2017-03-02T17:55:05.684745: step 17479, loss 0.0738836, acc 0.953125
2017-03-02T17:55:05.755120: step 17480, loss 0.225179, acc 0.890625
2017-03-02T17:55:05.822231: step 17481, loss 0.12071, acc 0.9375
2017-03-02T17:55:05.887456: step 17482, loss 0.125694, acc 0.953125
2017-03-02T17:55:05.963419: step 17483, loss 0.134726, acc 0.953125
2017-03-02T17:55:06.042396: step 17484, loss 0.146556, acc 0.9375
2017-03-02T17:55:06.117259: step 17485, loss 0.17215, acc 0.9375
2017-03-02T17:55:06.190302: step 17486, loss 0.115972, acc 0.96875
2017-03-02T17:55:06.260385: step 17487, loss 0.165852, acc 0.90625
2017-03-02T17:55:06.339172: step 17488, loss 0.185806, acc 0.9375
2017-03-02T17:55:06.417024: step 17489, loss 0.100078, acc 0.921875
2017-03-02T17:55:06.496251: step 17490, loss 0.198556, acc 0.921875
2017-03-02T17:55:06.566155: step 17491, loss 0.0787118, acc 0.96875
2017-03-02T17:55:06.647410: step 17492, loss 0.153694, acc 0.9375
2017-03-02T17:55:06.722051: step 17493, loss 0.106703, acc 0.953125
2017-03-02T17:55:06.789136: step 17494, loss 0.0608059, acc 0.96875
2017-03-02T17:55:06.861788: step 17495, loss 0.14994, acc 0.90625
2017-03-02T17:55:06.933264: step 17496, loss 0.1482, acc 0.921875
2017-03-02T17:55:07.003788: step 17497, loss 0.165532, acc 0.9375
2017-03-02T17:55:07.073246: step 17498, loss 0.20048, acc 0.90625
2017-03-02T17:55:07.148000: step 17499, loss 0.139147, acc 0.9375
2017-03-02T17:55:07.216072: step 17500, loss 0.13334, acc 0.96875

Evaluation:
2017-03-02T17:55:07.248699: step 17500, loss 2.12521, acc 0.661139

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-17500

2017-03-02T17:55:07.697359: step 17501, loss 0.0971833, acc 0.953125
2017-03-02T17:55:07.764777: step 17502, loss 0.138649, acc 0.9375
2017-03-02T17:55:07.840693: step 17503, loss 0.264075, acc 0.875
2017-03-02T17:55:07.910614: step 17504, loss 0.140579, acc 0.9375
2017-03-02T17:55:07.978538: step 17505, loss 0.12289, acc 0.953125
2017-03-02T17:55:08.048712: step 17506, loss 0.12779, acc 0.96875
2017-03-02T17:55:08.130015: step 17507, loss 0.183515, acc 0.953125
2017-03-02T17:55:08.203634: step 17508, loss 0.130412, acc 0.921875
2017-03-02T17:55:08.278570: step 17509, loss 0.0805068, acc 0.96875
2017-03-02T17:55:08.348697: step 17510, loss 0.186426, acc 0.890625
2017-03-02T17:55:08.419523: step 17511, loss 0.139755, acc 0.953125
2017-03-02T17:55:08.489995: step 17512, loss 0.222851, acc 0.890625
2017-03-02T17:55:08.563935: step 17513, loss 0.184508, acc 0.890625
2017-03-02T17:55:08.633078: step 17514, loss 0.223021, acc 0.9375
2017-03-02T17:55:08.703645: step 17515, loss 0.107407, acc 0.96875
2017-03-02T17:55:08.777582: step 17516, loss 0.198086, acc 0.921875
2017-03-02T17:55:08.855789: step 17517, loss 0.284447, acc 0.875
2017-03-02T17:55:08.924748: step 17518, loss 0.207686, acc 0.890625
2017-03-02T17:55:09.002042: step 17519, loss 0.119424, acc 0.921875
2017-03-02T17:55:09.071543: step 17520, loss 0.070099, acc 0.984375
2017-03-02T17:55:09.140716: step 17521, loss 0.147613, acc 0.90625
2017-03-02T17:55:09.226034: step 17522, loss 0.281944, acc 0.875
2017-03-02T17:55:09.300145: step 17523, loss 0.160885, acc 0.96875
2017-03-02T17:55:09.368306: step 17524, loss 0.116286, acc 0.953125
2017-03-02T17:55:09.443552: step 17525, loss 0.201147, acc 0.96875
2017-03-02T17:55:09.512126: step 17526, loss 0.336079, acc 0.875
2017-03-02T17:55:09.583493: step 17527, loss 0.1125, acc 0.9375
2017-03-02T17:55:09.661831: step 17528, loss 0.149558, acc 0.9375
2017-03-02T17:55:09.742287: step 17529, loss 0.0857468, acc 0.96875
2017-03-02T17:55:09.817698: step 17530, loss 0.190598, acc 0.890625
2017-03-02T17:55:09.897174: step 17531, loss 0.179158, acc 0.9375
2017-03-02T17:55:09.965160: step 17532, loss 0.0911392, acc 0.96875
2017-03-02T17:55:10.038975: step 17533, loss 0.0642612, acc 0.984375
2017-03-02T17:55:10.111497: step 17534, loss 0.098794, acc 0.96875
2017-03-02T17:55:10.182531: step 17535, loss 0.213499, acc 0.921875
2017-03-02T17:55:10.264941: step 17536, loss 0.188281, acc 0.921875
2017-03-02T17:55:10.338100: step 17537, loss 0.105192, acc 0.953125
2017-03-02T17:55:10.412276: step 17538, loss 0.148405, acc 0.953125
2017-03-02T17:55:10.479910: step 17539, loss 0.141099, acc 0.921875
2017-03-02T17:55:10.568951: step 17540, loss 0.116492, acc 0.9375
2017-03-02T17:55:10.648397: step 17541, loss 0.171542, acc 0.9375
2017-03-02T17:55:10.720106: step 17542, loss 0.145986, acc 0.9375
2017-03-02T17:55:10.805515: step 17543, loss 0.123581, acc 0.9375
2017-03-02T17:55:10.880507: step 17544, loss 0.0841345, acc 0.984375
2017-03-02T17:55:10.949099: step 17545, loss 0.12446, acc 0.9375
2017-03-02T17:55:11.029383: step 17546, loss 0.19846, acc 0.921875
2017-03-02T17:55:11.102238: step 17547, loss 0.187375, acc 0.9375
2017-03-02T17:55:11.175056: step 17548, loss 0.117899, acc 0.953125
2017-03-02T17:55:11.257724: step 17549, loss 0.18948, acc 0.90625
2017-03-02T17:55:11.325647: step 17550, loss 0.181891, acc 0.921875
2017-03-02T17:55:11.394139: step 17551, loss 0.124729, acc 0.984375
2017-03-02T17:55:11.465616: step 17552, loss 0.0731623, acc 0.984375
2017-03-02T17:55:11.539196: step 17553, loss 0.135174, acc 0.9375
2017-03-02T17:55:11.610708: step 17554, loss 0.153721, acc 0.921875
2017-03-02T17:55:11.684132: step 17555, loss 0.126772, acc 0.953125
2017-03-02T17:55:11.760164: step 17556, loss 0.215036, acc 0.90625
2017-03-02T17:55:11.834303: step 17557, loss 0.126211, acc 0.9375
2017-03-02T17:55:11.906625: step 17558, loss 0.127466, acc 0.953125
2017-03-02T17:55:11.981238: step 17559, loss 0.191488, acc 0.90625
2017-03-02T17:55:12.080379: step 17560, loss 0.1147, acc 0.96875
2017-03-02T17:55:12.151665: step 17561, loss 0.099386, acc 0.953125
2017-03-02T17:55:12.247495: step 17562, loss 0.112509, acc 0.921875
2017-03-02T17:55:12.312944: step 17563, loss 0.164539, acc 0.953125
2017-03-02T17:55:12.397560: step 17564, loss 0.142419, acc 0.921875
2017-03-02T17:55:12.475776: step 17565, loss 0.0992688, acc 0.96875
2017-03-02T17:55:12.549082: step 17566, loss 0.129627, acc 0.90625
2017-03-02T17:55:12.628604: step 17567, loss 0.144788, acc 0.9375
2017-03-02T17:55:12.699085: step 17568, loss 0.0960266, acc 0.9375
2017-03-02T17:55:12.768173: step 17569, loss 0.326313, acc 0.859375
2017-03-02T17:55:12.846506: step 17570, loss 0.155014, acc 0.9375
2017-03-02T17:55:12.931171: step 17571, loss 0.109235, acc 0.9375
2017-03-02T17:55:13.007270: step 17572, loss 0.21678, acc 0.921875
2017-03-02T17:55:13.084516: step 17573, loss 0.153314, acc 0.9375
2017-03-02T17:55:13.157871: step 17574, loss 0.0577335, acc 0.96875
2017-03-02T17:55:13.246192: step 17575, loss 0.137919, acc 0.9375
2017-03-02T17:55:13.323372: step 17576, loss 0.241189, acc 0.90625
2017-03-02T17:55:13.391360: step 17577, loss 0.202862, acc 0.9375
2017-03-02T17:55:13.460564: step 17578, loss 0.182555, acc 0.90625
2017-03-02T17:55:13.537937: step 17579, loss 0.0473823, acc 0.96875
2017-03-02T17:55:13.611812: step 17580, loss 0.138855, acc 0.9375
2017-03-02T17:55:13.688876: step 17581, loss 0.178371, acc 0.890625
2017-03-02T17:55:13.782031: step 17582, loss 0.101245, acc 0.953125
2017-03-02T17:55:13.862816: step 17583, loss 0.0857823, acc 0.953125
2017-03-02T17:55:13.940822: step 17584, loss 0.154678, acc 0.953125
2017-03-02T17:55:14.015765: step 17585, loss 0.182101, acc 0.921875
2017-03-02T17:55:14.085112: step 17586, loss 0.232119, acc 0.890625
2017-03-02T17:55:14.159826: step 17587, loss 0.26755, acc 0.859375
2017-03-02T17:55:14.235764: step 17588, loss 0.116592, acc 0.9375
2017-03-02T17:55:14.326887: step 17589, loss 0.162465, acc 0.90625
2017-03-02T17:55:14.396457: step 17590, loss 0.0556002, acc 0.96875
2017-03-02T17:55:14.473913: step 17591, loss 0.155608, acc 0.921875
2017-03-02T17:55:14.546502: step 17592, loss 0.146392, acc 0.953125
2017-03-02T17:55:14.619748: step 17593, loss 0.147873, acc 0.921875
2017-03-02T17:55:14.690100: step 17594, loss 0.151817, acc 0.9375
2017-03-02T17:55:14.758670: step 17595, loss 0.118177, acc 0.953125
2017-03-02T17:55:14.825372: step 17596, loss 0.144208, acc 0.9375
2017-03-02T17:55:14.894846: step 17597, loss 0.079535, acc 0.953125
2017-03-02T17:55:14.979599: step 17598, loss 0.231355, acc 0.890625
2017-03-02T17:55:15.051809: step 17599, loss 0.0991244, acc 0.9375
2017-03-02T17:55:15.128524: step 17600, loss 0.151827, acc 0.96875

Evaluation:
2017-03-02T17:55:15.163241: step 17600, loss 2.09814, acc 0.641673

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-17600

2017-03-02T17:55:15.606821: step 17601, loss 0.144567, acc 0.9375
2017-03-02T17:55:15.679650: step 17602, loss 0.148264, acc 0.9375
2017-03-02T17:55:15.750062: step 17603, loss 0.119862, acc 0.953125
2017-03-02T17:55:15.822799: step 17604, loss 0.368375, acc 0.875
2017-03-02T17:55:15.909008: step 17605, loss 0.220146, acc 0.875
2017-03-02T17:55:15.973298: step 17606, loss 0.138079, acc 0.9375
2017-03-02T17:55:16.043794: step 17607, loss 0.123634, acc 0.9375
2017-03-02T17:55:16.121611: step 17608, loss 0.205735, acc 0.921875
2017-03-02T17:55:16.192676: step 17609, loss 0.130671, acc 0.921875
2017-03-02T17:55:16.264833: step 17610, loss 0.132435, acc 0.953125
2017-03-02T17:55:16.338823: step 17611, loss 0.102759, acc 0.9375
2017-03-02T17:55:16.414574: step 17612, loss 0.173536, acc 0.875
2017-03-02T17:55:16.491044: step 17613, loss 0.149362, acc 0.921875
2017-03-02T17:55:16.566308: step 17614, loss 0.0570769, acc 0.96875
2017-03-02T17:55:16.640220: step 17615, loss 0.156917, acc 0.953125
2017-03-02T17:55:16.714068: step 17616, loss 0.10628, acc 0.96875
2017-03-02T17:55:16.787996: step 17617, loss 0.109936, acc 0.9375
2017-03-02T17:55:16.856392: step 17618, loss 0.0616584, acc 0.984375
2017-03-02T17:55:16.926613: step 17619, loss 0.226107, acc 0.90625
2017-03-02T17:55:17.005830: step 17620, loss 0.317688, acc 0.859375
2017-03-02T17:55:17.081623: step 17621, loss 0.0759868, acc 0.96875
2017-03-02T17:55:17.155587: step 17622, loss 0.0696912, acc 0.96875
2017-03-02T17:55:17.228339: step 17623, loss 0.196961, acc 0.921875
2017-03-02T17:55:17.299786: step 17624, loss 0.131892, acc 0.9375
2017-03-02T17:55:17.370189: step 17625, loss 0.0728775, acc 0.984375
2017-03-02T17:55:17.442100: step 17626, loss 0.142807, acc 0.953125
2017-03-02T17:55:17.518329: step 17627, loss 0.086157, acc 0.96875
2017-03-02T17:55:17.583811: step 17628, loss 0.17329, acc 0.921875
2017-03-02T17:55:17.653717: step 17629, loss 0.27188, acc 0.84375
2017-03-02T17:55:17.726981: step 17630, loss 0.0996986, acc 0.921875
2017-03-02T17:55:17.794452: step 17631, loss 0.106019, acc 0.953125
2017-03-02T17:55:17.864148: step 17632, loss 0.323902, acc 0.84375
2017-03-02T17:55:17.934286: step 17633, loss 0.0930229, acc 0.953125
2017-03-02T17:55:18.008507: step 17634, loss 0.287081, acc 0.921875
2017-03-02T17:55:18.080717: step 17635, loss 0.304595, acc 0.90625
2017-03-02T17:55:18.150933: step 17636, loss 0.209244, acc 0.90625
2017-03-02T17:55:18.219682: step 17637, loss 0.209352, acc 0.90625
2017-03-02T17:55:18.288195: step 17638, loss 0.187122, acc 0.921875
2017-03-02T17:55:18.356003: step 17639, loss 0.155742, acc 0.921875
2017-03-02T17:55:18.430813: step 17640, loss 0.141141, acc 1
2017-03-02T17:55:18.524335: step 17641, loss 0.204776, acc 0.90625
2017-03-02T17:55:18.592356: step 17642, loss 0.13936, acc 0.9375
2017-03-02T17:55:18.671793: step 17643, loss 0.0953268, acc 0.953125
2017-03-02T17:55:18.750545: step 17644, loss 0.122621, acc 0.9375
2017-03-02T17:55:18.817901: step 17645, loss 0.206249, acc 0.90625
2017-03-02T17:55:18.894448: step 17646, loss 0.171418, acc 0.953125
2017-03-02T17:55:18.960407: step 17647, loss 0.189866, acc 0.921875
2017-03-02T17:55:19.026426: step 17648, loss 0.0874426, acc 0.953125
2017-03-02T17:55:19.108354: step 17649, loss 0.0614182, acc 0.984375
2017-03-02T17:55:19.184926: step 17650, loss 0.142553, acc 0.90625
2017-03-02T17:55:19.261944: step 17651, loss 0.160217, acc 0.921875
2017-03-02T17:55:19.340537: step 17652, loss 0.16449, acc 0.921875
2017-03-02T17:55:19.425183: step 17653, loss 0.211923, acc 0.90625
2017-03-02T17:55:19.509071: step 17654, loss 0.10099, acc 0.953125
2017-03-02T17:55:19.585314: step 17655, loss 0.148064, acc 0.9375
2017-03-02T17:55:19.653138: step 17656, loss 0.114572, acc 0.953125
2017-03-02T17:55:19.722416: step 17657, loss 0.160461, acc 0.9375
2017-03-02T17:55:19.793611: step 17658, loss 0.168243, acc 0.90625
2017-03-02T17:55:19.865260: step 17659, loss 0.180745, acc 0.90625
2017-03-02T17:55:19.938167: step 17660, loss 0.0809518, acc 0.9375
2017-03-02T17:55:20.009513: step 17661, loss 0.178116, acc 0.9375
2017-03-02T17:55:20.098328: step 17662, loss 0.19743, acc 0.890625
2017-03-02T17:55:20.170474: step 17663, loss 0.123405, acc 0.9375
2017-03-02T17:55:20.246398: step 17664, loss 0.096006, acc 0.953125
2017-03-02T17:55:20.332592: step 17665, loss 0.0784151, acc 0.953125
2017-03-02T17:55:20.400906: step 17666, loss 0.120539, acc 0.953125
2017-03-02T17:55:20.467284: step 17667, loss 0.130846, acc 0.921875
2017-03-02T17:55:20.540198: step 17668, loss 0.252364, acc 0.890625
2017-03-02T17:55:20.611274: step 17669, loss 0.322541, acc 0.875
2017-03-02T17:55:20.673616: step 17670, loss 0.0830496, acc 0.96875
2017-03-02T17:55:20.742153: step 17671, loss 0.100735, acc 0.96875
2017-03-02T17:55:20.813455: step 17672, loss 0.242133, acc 0.921875
2017-03-02T17:55:20.887015: step 17673, loss 0.0891644, acc 0.96875
2017-03-02T17:55:20.964647: step 17674, loss 0.115565, acc 0.953125
2017-03-02T17:55:21.033785: step 17675, loss 0.220241, acc 0.90625
2017-03-02T17:55:21.108410: step 17676, loss 0.107884, acc 0.96875
2017-03-02T17:55:21.192032: step 17677, loss 0.136404, acc 0.953125
2017-03-02T17:55:21.266693: step 17678, loss 0.121022, acc 0.953125
2017-03-02T17:55:21.339511: step 17679, loss 0.109818, acc 0.953125
2017-03-02T17:55:21.417375: step 17680, loss 0.146029, acc 0.9375
2017-03-02T17:55:21.487606: step 17681, loss 0.0735712, acc 0.96875
2017-03-02T17:55:21.557850: step 17682, loss 0.12546, acc 0.9375
2017-03-02T17:55:21.630074: step 17683, loss 0.169518, acc 0.90625
2017-03-02T17:55:21.701756: step 17684, loss 0.134361, acc 0.921875
2017-03-02T17:55:21.769254: step 17685, loss 0.120131, acc 0.96875
2017-03-02T17:55:21.839179: step 17686, loss 0.171005, acc 0.9375
2017-03-02T17:55:21.914054: step 17687, loss 0.125104, acc 0.9375
2017-03-02T17:55:21.992944: step 17688, loss 0.189042, acc 0.953125
2017-03-02T17:55:22.068090: step 17689, loss 0.153524, acc 0.9375
2017-03-02T17:55:22.145298: step 17690, loss 0.218053, acc 0.9375
2017-03-02T17:55:22.227343: step 17691, loss 0.157357, acc 0.953125
2017-03-02T17:55:22.302629: step 17692, loss 0.0890161, acc 0.953125
2017-03-02T17:55:22.379121: step 17693, loss 0.116132, acc 0.953125
2017-03-02T17:55:22.452210: step 17694, loss 0.218296, acc 0.921875
2017-03-02T17:55:22.522118: step 17695, loss 0.102492, acc 0.953125
2017-03-02T17:55:22.591655: step 17696, loss 0.10523, acc 0.9375
2017-03-02T17:55:22.674038: step 17697, loss 0.0965836, acc 0.953125
2017-03-02T17:55:22.746183: step 17698, loss 0.129, acc 0.9375
2017-03-02T17:55:22.815527: step 17699, loss 0.115378, acc 0.953125
